year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1969,-27,OREGON,OTHER (COMBINED) COUNTIES,4.354,,,,,,,,,,,,,,,,,11.973500000000001,,,,,,,,,,,,,58.82570940428754,,,,,,,,,,,,,,,,,0.5986750000000001,,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1542,MISSOURI,IRON,,,12.7,,,7800.0,,,,,2.54,0.123467198,,,,5.444,,,,15.24,,,,,,,7.62,,,5.444,,,14.383902737565162,,,12500.0,,,,,156.3410393859778,63.54371707211125,,,,98.0762901548204,,,,1.3716,,,1.6,,,,,1.4986,0.02716278356,,,,1.8509600000000002,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1543,MISSOURI,JACKSON,,,795.02,,,15500.0,7.26,,,,109.22,13.951793374,,,,419.18800000000005,,,,863.5999999999999,,,,,,,116.83999999999999,,,468.184,,,1183.9017427292986,,,38800.0,389.91862162951423,,,,8203.929795576056,9138.741855279999,,,,6219.190634523317,,,,1.8034,,,2.5,0.63888,,,,1.8288,0.03457081544,,,,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1544,MISSOURI,JASPER,,,464.82,,,31700.0,46.464,,,,297.18,42.966584904,,,,1546.096,,,,551.18,,,,,,,363.21999999999997,,,1845.516,,,526.4508401948849,,,60200.0,2325.3328708087392,,,,17051.772685572327,22113.213541094712,,,,26215.215439029642,,,,1.3716,,,1.9,0.59532,,,,1.397,0.02716278356,,,,1.74208,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1545,MISSOURI,JEFFERSON,,,109.22,,,16600.0,2.904,,,,5.08,2.4693439600000002,,,,217.76000000000002,,,,137.16,,,,,,,7.62,,,250.424,,,132.8646423240278,,,31500.0,106.3414422625948,,,,323.2814712726999,1559.7094190427306,,,,3807.667735422439,,,,1.4731999999999998,,,1.9,0.4356,,,,1.5493999999999999,0.033336143459999995,,,,1.7965200000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1546,MISSOURI,JOHNSON,,,861.06,,,57800.0,29.04,,,,154.94,30.496397906,,,,435.52000000000004,,,,934.7199999999999,,,,,,,162.56,,,479.072,,,1101.647128555963,,,104000.0,1169.7558648885426,,,,9698.444138180997,17122.143400157976,,,,6461.496763141108,,,,1.5493999999999999,,,1.8,0.47916,,,,1.524,0.029632127520000003,,,,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1547,MISSOURI,KNOX,,,899.16,,,35900.0,27.588,,,,5.08,70.74670445400001,,,,293.976,,,,1003.3,,,,,,,5.08,,,342.97200000000004,,,1225.8281555236088,,,68200.0,1144.9428616939372,,,,402.77691502828185,38065.57487697064,,,,4361.510315120248,,,,1.651,,,1.9,0.49368,,,,1.9304,0.028397455540000005,,,,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1548,MISSOURI,LACLEDE,,,73.66,,,28100.0,4.356,,,,2.54,0.246934396,,,,54.440000000000005,,,,88.89999999999999,,,,,,,5.08,,,65.328,,,86.51651128076232,,,59000.0,233.9511729777085,,,,105.99392500744258,173.30104656030338,,,,836.5330630852329,,,,1.4223999999999999,,,2.1,0.63888,,,,1.016,0.037040159399999995,,,,1.5787600000000002,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1549,MISSOURI,LAFAYETTE,,,1833.8799999999999,,,31200.0,31.944,,,,55.879999999999995,35.682020222,,,,849.264,,,,1991.36,,,,,,,60.96,,,936.368,,,2923.2352259839836,,,78000.0,1559.674486518057,,,,4313.952747802913,25042.00122796384,,,,13499.912880134103,,,,1.9304,,,2.5,0.5808,,,,1.8796,0.037040159399999995,,,,1.6332,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1550,MISSOURI,LAWRENCE,,,193.04,,,46500.0,79.86,,,,25.4,6.420294296000001,,,,479.072,,,,228.6,,,,,,,30.48,,,571.62,,,182.19610134249206,,,88300.0,3996.6658717025207,,,,1139.434693830008,2703.4963263407326,,,,7107.6464394552195,,,,1.143,,,1.9,0.59532,,,,1.0922,0.02222409564,,,,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1551,MISSOURI,LEWIS,,,1054.1,,,21300.0,14.52,,,,5.08,50.991952774000005,,,,696.832,,,,1176.02,,,,,,,5.08,,,805.712,,,1658.1443433582062,,,40500.0,620.3250798651362,,,,429.2753962801425,29822.221762252208,,,,10707.62320749098,,,,1.905,,,1.9,0.5082,,,,2.0574,0.0308667995,,,,1.5787600000000002,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1552,MISSOURI,LINCOLN,,,1224.28,,,21500.0,15.972,,,,2.54,31.360668292000003,,,,843.82,,,,1531.62,,,,,,,5.08,,,963.5880000000001,,,1797.4551050572168,,,43000.0,701.8535189331254,,,,201.38845751414092,19074.668524737397,,,,14754.712474761953,,,,1.778,,,2.0,0.52272,,,,1.9304,0.032101471480000004,,,,1.7965200000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1553,MISSOURI,LINN,,,693.42,,,52400.0,21.78,,,,35.559999999999995,29.261725926,,,,304.86400000000003,,,,805.18,,,,,,,71.11999999999999,,,375.636,,,872.6234327456199,,,94300.0,930.4876197977044,,,,2559.7532889297386,15059.860946090366,,,,3876.8980578846654,,,,1.524,,,1.8,0.5082,,,,1.7526,0.02716278356,,,,1.3065600000000002,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1554,MISSOURI,LIVINGSTON,,,922.02,,,22600.0,23.232,,,,27.939999999999998,59.51118943600001,,,,446.408,,,,1069.34,,,,,,,55.879999999999995,,,549.844,,,1256.9932781216667,,,49700.0,1276.0973071511373,,,,1574.0097863605224,37588.996998929804,,,,6859.5711172989095,,,,1.651,,,2.2,0.6534,,,,1.3716,0.033336143459999995,,,,1.5787600000000002,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1555,MISSOURI,MACON,,,825.5,,,58400.0,33.396,,,,7.62,55.436771902,,,,293.976,,,,957.5799999999999,,,,,,,17.779999999999998,,,359.30400000000003,,,1073.3055127915752,,,105100.0,1263.6908055538347,,,,333.8808637734442,28531.12896537795,,,,4361.510315120248,,,,1.5748,,,1.8,0.45012,,,,1.0668,0.02716278356,,,,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1556,MISSOURI,MADISON,,,15.24,,,11100.0,1.452,,,,2.54,1.6050735740000002,,,,27.220000000000002,,,,20.32,,,,,,,7.62,,,38.108000000000004,,,20.137463832591227,,,17800.0,47.85364901816765,,,,158.9908875111639,1013.811122377775,,,,475.95846692780486,,,,1.6001999999999998,,,1.6,0.39204,,,,1.524,0.033336143459999995,,,,1.7965200000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1557,MISSOURI,MARIES,,,132.07999999999998,,,21200.0,11.616,,,,10.16,0.246934396,,,,92.548,,,,157.48,,,,,,,15.24,,,108.88000000000001,,,168.98422030946924,,,40300.0,538.796640797147,,,,508.77084003572446,127.0874341442225,,,,1373.0680621674858,,,,1.5493999999999999,,,1.9,0.55176,,,,1.2191999999999998,0.02716278356,,,,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1558,MISSOURI,MARION,,,982.9799999999999,,,18800.0,34.848,,,,30.48,50.991952774000005,,,,680.5,,,,1097.28,,,,,,,38.1,,,789.38,,,1504.8758686323729,,,41400.0,1616.3899223914407,,,,1844.294295129501,31015.110632742297,,,,11177.812480880266,,,,1.8541999999999998,,,2.2,0.55176,,,,1.4731999999999998,0.032101471480000004,,,,1.68764,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1559,MISSOURI,MCDONALD,,,10.16,,,18900.0,2.904,,,,7.62,0.370401594,,,,136.1,,,,12.7,,,,,,,10.16,,,163.32,,,8.736889070224764,,,35900.0,127.60973071511373,,,,294.1331418956532,112.6456802641972,,,,1947.102819250111,,,,1.0413999999999999,,,1.9,0.52272,,,,0.9398,0.01605073574,,,,1.46988,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1560,MISSOURI,MERCER,,,594.36,,,37200.0,27.588,,,,10.16,17.161940522000002,,,,65.328,,,,690.88,,,,,,,20.32,,,81.66,,,797.8271385102811,,,70700.0,1178.6176517437589,,,,667.7617275468883,10438.499704482274,,,,1003.8396757022795,,,,1.6256,,,1.9,0.5082,,,,1.6001999999999998,0.032101471480000004,,,,1.5787600000000002,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1561,MISSOURI,MILLER,,,129.54,,,23100.0,4.356,,,,12.7,0.740803188,,,,92.548,,,,154.94,,,,,,,20.32,,,108.88000000000001,,,198.33803663687073,,,46200.0,159.51216339389217,,,,463.7234219075613,398.59240708869777,,,,1520.1824973997166,,,,1.8541999999999998,,,2.0,0.4356,,,,0.889,0.028397455540000005,,,,1.68764,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1562,MISSOURI,MISSISSIPPI,,,802.64,3156.65,,2800.0,1.452,,,,10.16,154.95133349,,,,947.2560000000001,,,,876.3,,,,,,,12.7,,,1056.136,,,1380.428473095513,10010.328935936051,,8400.0,70.89429484172985,,,,551.1684100387014,105121.52649270403,,,,17567.19432478989,,,,2.0827999999999998,117.99340000000001,,3.0,0.5808,,,,1.3208,0.035805487420000004,,,,1.9054,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,1563,MISSOURI,MONITEAU,,,601.98,,,22600.0,13.068,,,,96.52,5.802958306,,,0.002268,315.752,,,,721.36,,,,,,,149.85999999999999,,,375.636,,,618.6676388568305,,,45200.0,430.6828411635089,,,,5437.4883528818045,2850.8022159169905,,,5.5296687341170045,4684.585153277304,,,,1.2446,,,2.0,0.39204,,,,1.3716,0.025928111580000003,,,0.6804,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
