year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1981,-39,WASHINGTON,OTHER (COMBINED) COUNTIES,14.150500000000001,,12.7,,,,28.314,,,,,,,,,,,,,,,,15.239,,,12.7,,,47.19,,,,,,,,849.1595940450503,,,3.585667541296212,,,,1568.7467429061428,,,,,,,,,,,,,2.5187890000000004,,,1.143,,,,4.0104239999999995,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1399,MINNESOTA,STEARNS,50.071000000000005,68.0385,6350.0,,7.62,279600.0,1318.416,,,101.6,,46.91753524,,,3.90096,,604.284,,4688.84,1322.772,,,54.425000000000004,68.0385,,6385.5599999999995,,7.62,1415.7,,104.14,,47.16446963599999,,3.90096,626.0600000000001,2055.4016840475065,695.7431263698866,,6145.185330702806,,81.28,1018800.0,91021.06335711274,,,4728.798041228971,,30220.27458783463,,,2535.512912793794,,10426.585950577486,,,1.715476,64.86336999999999,,5.0571399999999995,,0.5435599999999999,10.4,1.9805279999999996,,,1.6256,,0.035805487420000004,,,1.297296,,7.245964,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1400,MINNESOTA,STEELE,2.177,,3187.7,,,32000.0,136.488,,,,,90.25452173800001,,,0.36288000000000004,,457.296,,3037.8399999999997,139.392,,,2.177,,,3208.02,,,155.364,,,,90.995324926,,0.36288000000000004,479.072,130.63993754539234,,,5085.159557851609,,,131400.0,10746.42881038511,,,,,69865.8743806046,,,235.86166630639946,,9356.983163165074,,,2.6124,,,6.64972,,,11.8,2.238984,,,,,0.043090052102,,,1.297296,,8.500806,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1401,MINNESOTA,STEVENS,474.586,90.71799999999999,2339.3399999999997,,12.7,18800.0,222.156,,,33.019999999999996,,76.055793968,,,19.9584,,5019.368,,2199.64,225.06,,,481.117,90.71799999999999,,2341.88,,15.24,227.964,,35.559999999999995,,76.426195562,,20.13984,5052.032,26781.187196805426,1013.2874250720399,,3247.1122269684915,,152.4,72200.0,16076.35226242918,,,1215.0383855935547,,55745.711599047405,,,12473.453506588432,,107186.1744953258,,,2.440417,70.850758,,5.89788,,0.5588,10.2,2.066196,,,1.25476,,0.040744175339999994,,,1.2464020800000002,,8.917272,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1402,MINNESOTA,SWIFT,67.48700000000001,131.5411,3672.8399999999997,,15.24,31400.0,265.716,,,53.339999999999996,,106.428724676,3900.0,,18.32544,,5095.584,,3563.62,267.168,,,69.664,136.077,,3741.42,,15.24,271.524,,58.419999999999995,,108.898068636,4100.0,19.776960000000003,5133.692,3135.3585010894158,1491.3878298595516,,4965.9105001925,,195.58,82800.0,18505.04810855609,,,2298.721270041861,,73280.05240799609,44250.34494596638,,12369.130077260601,,95793.40790980835,13.5,,1.9919550000000001,71.621861,,5.62356,,0.65024,7.2,1.9950480000000002,,,1.45796,,0.03827483138,12.4,,1.33821072,,8.11156,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1403,MINNESOTA,TODD,19.593,54.4308,3037.8399999999997,,,184200.0,821.832,,,25.4,,11.852851008,,,0.4536,,391.968,,2062.48,826.188,,,21.77,54.4308,,3048.0,,,875.556,,25.4,,12.099785404,,0.4536,402.856,753.3569731784291,510.2116260045834,,2427.7018207456094,,,515600.0,47972.246048271096,,,1207.7408577521521,,7108.071844978887,,,306.16658607080694,,6844.913512321164,,,1.58921,59.374931,,4.46786,,,7.8,1.674156,,,1.68148,,0.033336143459999995,,,1.3471920000000002,,7.030926000000001,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1404,MINNESOTA,TRAVERSE,533.365,,881.38,,78.74,17400.0,171.336,,,60.96,,73.956851602,5300.0,,25.8552,,6707.008000000001,,746.76,172.788,,,535.542,,,881.38,,86.36,175.692,,66.03999999999999,,73.956851602,5400.0,33.92928,6777.780000000001,28218.226509804743,,,820.7422255953634,,1064.26,46600.0,11082.48400601234,,,2189.25835242082,,41066.11723709832,65964.9472081107,,13559.777911980405,,112447.0960934637,15.0,,2.298912,,,4.310379999999999,,0.65532,7.5,1.8513,,,1.22174,,0.0308667995,13.6,,1.5234156,,7.235076,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1405,MINNESOTA,WABASHA,23.947000000000003,,2029.4599999999998,,,118400.0,312.18,,,12.7,,16.915006125999998,,,,,108.88000000000001,,1765.3,313.632,,,26.124000000000002,,,2032.0,,,381.876,,12.7,,17.038473323999998,,,108.88000000000001,1330.3500306705787,,,3121.443116949729,,,421200.0,21896.417353510344,,,711.5089645367665,,13900.77784807021,,,,,2030.3401511696175,,,2.3163280000000004,,,7.00278,,,10.6,2.01102,,,1.9811999999999999,,0.04568286326,,,,,8.035344,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1406,MINNESOTA,WADENA,15.239,68.0385,1003.3,,,112600.0,223.608,,,10.16,,2.4693439600000002,,,0.09072000000000001,,76.21600000000001,,690.88,225.06,,,15.239,72.5744,,1008.38,,,255.552,,20.32,,2.4693439600000002,,0.09072000000000001,81.66,609.6530418784977,670.7677320899419,,770.6111784465745,,,252400.0,12249.138506115596,,,459.74425400837214,,1755.079467896022,,,58.965416576599864,,1211.127838164182,,,1.7416,62.051111999999996,,4.25196,,,6.6,1.569612,,,1.20142,,0.039509503359999996,,,1.297296,,6.769614,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1407,MINNESOTA,WASECA,2.177,,3088.64,,,19800.0,49.368,,,,,89.01984975799999,,,0.09072000000000001,,239.536,,3073.4,53.724,,,2.177,,,3175.0,,,63.888,,,,95.440144054,,0.09072000000000001,261.312,121.93060837569952,,,5180.913955811557,,,78000.0,3791.9939978199,,,,,63339.17260936628,,,58.965416576599864,,4790.078640829125,,,2.43824,,,6.8199,,,10.8,2.117016,,,,,0.039509503359999996,,,1.297296,,6.197994,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1408,MINNESOTA,WASHINGTON,4.354,,1295.3999999999999,,,43800.0,87.12,,,,,24.446505203999997,,,0.18144000000000002,,152.43200000000002,,1257.3,88.572,,,4.354,,,1300.48,,,91.476,,,,24.569972402,,0.18144000000000002,157.876,189.4279094408189,,,1875.782213103425,,,123800.0,4929.298699178423,,,,,19004.219863311613,,,95.25182677758438,,3132.602565678592,,,1.89399,,,5.93598,,,8.3,1.6131719999999998,,,,,0.043213519299999996,,,1.047816,,8.653238,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1409,MINNESOTA,WATONWAN,6.531000000000001,,2705.1,,,12000.0,33.396,,,,,124.45493558399998,,,,,168.764,,2753.3599999999997,34.848,,,6.531000000000001,,,2842.2599999999998,,,55.176,,,,127.912017128,,,174.208,346.19583449528966,,,4517.531311457079,,,46400.0,1711.0932668181126,,,,,80741.88245822277,,,,,3099.94293858203,,,2.30762,,,6.664959999999999,,,11.2,1.441836,,,,,0.036052421816,,,,,5.93396,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1410,MINNESOTA,WILKIN,1719.8300000000002,40.8231,845.8199999999999,,27.939999999999998,31800.0,127.776,,,17.779999999999998,,38.151364181999995,21200.0,,45.54144,,7790.3640000000005,,746.76,130.68,,,1741.6000000000001,40.8231,,848.36,,30.48,139.392,,20.32,,38.151364181999995,21400.0,46.176480000000005,7823.028,88944.02414548797,445.98918357044005,,950.8848827370765,,431.8,82600.0,8135.764212040838,,,729.7527841402732,,23726.480556619346,315682.87322277046,,22349.253622913886,,142477.62320875266,14.6,,2.237956,69.353911,,5.05206,,0.7543799999999999,7.5,1.809192,,,1.36144,,0.03457081544,16.3,,1.4977418400000002,,7.964572000000001,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1411,MINNESOTA,WINONA,23.947000000000003,,2491.74,,,134200.0,304.92,,,,,8.766171058000001,,,,,190.54000000000002,,2095.5,307.824,,,26.124000000000002,,,2494.2799999999997,,,402.204,,,,9.383507048,,,190.54000000000002,1345.591356717541,,,3618.587384246779,,,472000.0,20483.224543951303,,,,,7009.348624909737,,,,,3279.570887613122,,,2.3446290000000003,,,6.8122799999999994,,,10.5,1.9209960000000001,,,,,0.04444819128,,,,,7.409284,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1412,MINNESOTA,WRIGHT,8.708,,2854.96,,,104200.0,409.464,,,48.26,,54.078632724,,,0.09072000000000001,,332.084,,2461.2599999999998,410.916,,,8.708,,,2860.04,,,428.34,,50.8,,54.572501516,,0.09072000000000001,337.528,463.7717782861428,,,3511.529596228078,,,374400.0,29084.183066096204,,,2254.9361029934444,,40838.505368605554,,,45.35801275123066,,6259.761860174424,,,2.320682,,,5.643879999999999,,,10.3,2.037156,,,1.6103599999999998,,0.04197884732,,,0.99792,,8.00268,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1413,MINNESOTA,YELLOW MEDICINE,17.416,36.2872,4424.679999999999,,17.779999999999998,32600.0,206.184,,,,,163.470570152,900.0,,4.9896,,3478.7160000000003,,4353.5599999999995,207.636,,,17.416,36.2872,,4460.24,,22.86,229.416,,,,165.44604532,900.0,5.08032,3522.268,783.8396252723539,367.4950872620426,,6114.2802914183,,266.7,102400.0,13189.799555884387,,,,,119817.08142392655,14506.814116306503,,3492.566981844761,,58243.00165553595,13.2,,1.9593,64.364421,,5.64134,,0.67818,9.1,1.832424,,,,,0.040744175339999994,17.7,,1.3948200000000002,,7.196968,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1414,MISSISSIPPI,ADAMS,,,12.7,849.03,,,,,,,17.779999999999998,41.97884732,,,,,81.66,,13.969999999999999,,,,,,,25.4,892.57,,,,,25.4,43.830855289999995,,,97.992,,,,6.146858642222077,3736.789025885206,,,,,,,725.2004802171654,18647.71934639523,,,,,1551.3322870867048,,,,,,1.74498,186.19880999999998,,,,,,,1.77038,0.048399141616,,,,,3.794468,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1415,MISSISSIPPI,ALCORN,,,38.1,239.47,,,,,,,96.52,45.06552727,,,,,277.644,,39.37,,,,,,,63.5,293.895,,,,,114.3,45.68286326,,,288.53200000000004,,,,32.236858656986904,471.14755251507717,,,,,,,3840.783031115301,21019.81893972345,,,,,5358.9004794275825,,,,,,3.14452,82.15997999999999,,,,,,,1.8745199999999997,0.051485821566,,,,,4.126552000000001,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1416,MISSISSIPPI,AMITE,,,50.8,,,,,,,,,13.087522988000002,,,,,108.88000000000001,,52.07,,,,,,,88.89999999999999,,,,,,,13.58139178,,,125.212,,,,54.63874348641846,,,,,,,,,5959.043255840713,,,,,2041.226693535138,,,,,,4.013199999999999,,,,,,,,,0.049757280794000006,,,,,3.8162439999999997,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1417,MISSISSIPPI,ATTALA,,,38.1,2329.39,,,,,,,,30.8667995,,,,,103.436,,40.64,,,,,,,68.58,2394.7000000000003,,,,,,32.101471479999994,,,119.768,,,,21.514005247777273,7302.7870639836965,,,,,,,,11654.824591497021,,,,,1940.5261766540714,,,,,,2.06756,132.81877,,,,,,,,0.041114576933999995,,,,,3.8053560000000006,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1418,MISSISSIPPI,BENTON,,,30.48,2503.55,,,,,,,40.64,33.33614346,,,,,108.88000000000001,,31.75,,,,,,,45.72,2568.86,,,,,50.8,34.323881044000004,,,125.212,,,,28.37799739825859,7597.254284305619,,,,,,,1819.3182778967214,16585.500971617406,,,,,2133.7623036420646,,,,,,3.44932,128.55185,,,,,,,2.0574,0.054572501516,,,,,3.9904520000000008,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1419,MISSISSIPPI,BOLIVAR,,,,13062.0,,,,,4345.392199999999,,,290.1479153,,,,,3195.628,,,,,,,,,,13279.7,,,4377.143499999999,,,293.85193124,,,3451.496,,,,,44228.97649235287,,,,,187315.89873953798,,,164977.46998222606,,,,,67099.20386988707,,,,,,,143.70377000000002,,,,,214.40745709999996,,,0.062844803782,,,,,4.404196000000001,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,1420,MISSISSIPPI,CALHOUN,,,30.48,4179.84,,,,,,,228.6,67.9069589,,,,,364.748,,31.75,,,,,,,40.64,4245.15,,,,,266.7,69.14163088,,,381.08000000000004,,,,18.918664932172394,11896.4757010057,,,,,,,9096.591389483609,30919.564063324444,,,,,7313.034834038555,,,,,,2.2986999999999997,120.75819000000001,,,,,,,1.88722,0.050127682388,,,,,4.273540000000001,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
