year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1985,-40,COLORADO,OTHER (COMBINED) COUNTIES,,,3251.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.2716131577209,,,,,,,,,,,,,,,,,,,,2.1209,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1371,MINNESOTA,MARTIN,,,4551.679999999999,,,16600.0,45.012,,,5.08,,230.019389874,,,,,38.108000000000004,,4483.099999999999,121.968,,,,,,4671.0599999999995,,,126.324,,10.16,,232.11833224,,,38.108000000000004,,,,8497.61117824396,,,69000.0,3872.639440759547,,,289.000429000429,,161154.82100338044,,,,,1007.0024717621042,,,,,,7.51332,,,11.82,1.69158,,,1.4859,,0.04444819128,,,,,8.541636,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1372,MINNESOTA,MCLEOD,4.354,,2865.12,,,45800.0,201.828,,,22.86,,99.144159994,,,,,930.9240000000001,,2700.02,246.84,,,4.354,,,2951.48,,,258.456,,27.939999999999998,,101.86043835,,,974.476,269.9573886137755,,,4435.107871678486,,,168200.0,15638.323756055459,,,1033.7323037323038,,63673.31069613793,,,,,22842.626339187405,,,2.6994800000000003,,,6.54812,,,10.0,2.031348,,,1.4325599999999998,,0.040744175339999994,,,,,7.714148,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1373,MINNESOTA,MEEKER,4.354,,2946.4,,,49800.0,251.196,,,30.48,,101.36656955800001,500.0,,,,457.296,,2710.18,329.604,,,6.531000000000001,,,3007.3599999999997,,,345.576,,50.8,,103.09511033000001,600.0,,484.516,256.8949343260121,,,4246.290569014849,,,173400.0,20096.17505034875,,,1244.9249249249249,,57209.625056203935,9566.26205261023,,,,10826.63738559365,16.2,,2.139991,,,6.113779999999999,,,9.6,2.02554,,,1.1379199999999998,,0.035805487420000004,21.0,,,,7.493666000000001,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1374,MINNESOTA,MILLE LACS,4.354,,1038.86,,,84400.0,126.324,,,10.16,,3.950950336,,,,,48.996,,810.26,153.912,,,4.354,,,1102.36,,,194.568,,10.16,,4.074417534,,,54.440000000000005,208.99926860421323,,,967.9531868865452,,,247600.0,8448.996135393421,,,370.5133705133705,,2076.0685475475743,,,,,811.0452340138029,,,2.08992,,,4.676139999999999,,,8.870000000000001,1.74966,,,1.27,,0.033336143459999995,,,,,5.081974,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1375,MINNESOTA,MORRISON,13.062000000000001,54.4308,2567.94,,,168600.0,455.928,,,71.11999999999999,,5.062155118000001,,,0.09072000000000001,,261.312,,2103.12,512.556,,,15.239,54.4308,,2644.14,,,556.116,,83.82,,5.185622316,,0.09072000000000001,272.2,561.6855343738231,631.353443766347,,2693.083530715807,,,514600.0,32801.124390566314,,,2697.337337337337,,2856.997109993132,,,61.25129689031878,,4724.74673237571,,,1.7394230000000002,74.343401,,4.99364,,,9.02,1.95294,,,1.22174,,0.035805487420000004,,,1.3471920000000002,,5.762474,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1376,MINNESOTA,MOWER,2.177,,4729.48,,,39000.0,286.044,,,2.54,,169.15006125999997,,,,,103.436,,4610.099999999999,405.108,,,2.177,,,4886.96,,,412.368,,5.08,,173.718347586,,,103.436,130.62454287763327,,,7190.5639010511395,,,140600.0,21731.842180975564,,,114.85914485914483,,95465.51318757537,,,,,2509.3412944990814,,,2.6124,,,6.286499999999999,,,10.09,1.8614639999999998,,,1.1811,,0.035805487420000004,,,,,7.81214,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1377,MINNESOTA,MURRAY,2.177,,3693.16,,,37800.0,148.10399999999998,,,7.62,,183.22532183200002,,,,,647.836,,3571.24,227.964,,,2.177,,,3789.68,,,262.812,,10.16,,189.39868173199997,,,675.056,132.8016185922605,,,5461.166695522884,,,122800.0,12611.31544365217,,,444.61604461604463,,114106.87868742963,,,,,15845.319974591814,,,2.65594,,,6.14934,,,8.030000000000001,2.031348,,,1.778,,0.039509503359999996,,,,,10.177558,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1378,MINNESOTA,NICOLLET,2.177,,2428.24,,,19800.0,84.216,,,7.62,,106.79912627,,,,,266.75600000000003,,2331.72,153.912,,,2.177,,,2473.96,,,166.98,,15.24,,109.021535834,,,277.644,152.39530002390546,,,4316.017333364272,,,73000.0,7067.896161053786,,,422.3852423852424,,78981.91337718607,,,,,7212.315000458314,,,3.0478,,,7.294879999999999,,,10.97,1.8672719999999998,,,1.4478,,0.04691753524,,,,,8.144224,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1379,MINNESOTA,NOBLES,2.177,,4231.639999999999,,,28400.0,169.884,,,10.16,,206.066753462,,,,,174.208,,4135.12,287.496,,,2.177,,,4343.4,,,297.66,,12.7,,209.153433412,,,174.208,130.62454287763327,,,6196.281055387873,,,86800.0,13847.575484242205,,,518.7187187187187,,116300.68723362284,,,,,4463.470415377975,,,2.6124,,,5.98932,,,9.07,1.870176,,,1.6001999999999998,,0.035805487420000004,,,,,8.182332,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1380,MINNESOTA,NORMAN,2423.001,31.751299999999997,574.04,,12.7,33600.0,97.284,,,35.559999999999995,,58.153050258,24600.0,,29.39328,,10087.732,,401.32,129.228,,,2753.905,45.358999999999995,,678.18,,15.24,133.584,,43.18,,59.634656634,24900.0,31.389120000000002,10408.928,159923.62784508645,197.51839581517,,276.652211784403,,254.0,96600.0,7778.928563097285,,,1659.8998998998995,,20371.42262281057,402238.54249784915,,14309.210380199067,,286992.9828238977,16.6,,2.701657,38.827304,,2.82956,,0.93218,7.51,2.013924,,,1.48336,,0.02222409564,17.9,,1.5023232,,10.512364,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1381,MINNESOTA,OLMSTED,8.708,,3220.72,,,108600.0,386.23199999999997,,,2.54,,46.053264854,,,0.09072000000000001,,65.328,,2854.96,422.532,,,10.885,,,3355.3399999999997,,,463.188,,5.08,,47.287936834,,0.09072000000000001,65.328,452.83174864246195,,,4306.338842193382,,,412000.0,27785.858805782136,,,111.15401115401116,,24199.17400735141,,,61.25129689031878,,1534.9983623616943,,,2.037672,,,5.93344,,,11.78,1.979076,,,1.143,,0.033336143459999995,,,1.3471920000000002,,7.56716,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1382,MINNESOTA,OTTER TAIL,600.852,285.76169999999996,4038.6,,33.019999999999996,335400.0,1408.44,,,172.72,,56.671443882,1700.0,,2.2680000000000002,,5242.572,,3108.96,1724.9759999999999,,,666.162,303.90529999999995,,4244.34,,33.019999999999996,1791.768,,261.62,,57.782648664,1800.0,2.2680000000000002,5683.536,37254.11962870101,3156.767218831735,,3209.4778660916845,,693.42,1186400.0,94230.81265600337,,,8818.218218218217,,29778.608228885518,30976.46759892836,,924.440869733515,,134562.74651043775,15.9,,2.5666830000000003,70.48788599999999,,4.0208200000000005,,1.0668,10.73,1.745304,,,1.47574,,0.033336143459999995,20.0,,0.8133048,,9.565108,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1383,MINNESOTA,PENNINGTON,1251.775,4.5359,68.58,,60.96,44600.0,294.756,,,25.4,,3.580548742,,,17.05536,,4327.9800000000005,,144.78,355.74,,,1251.775,22.679499999999997,,172.72,,60.96,367.356,,30.48,,3.827483138,,21.86352,4420.528,78864.56776237108,28.216913687881426,,35.93877008258828,,1158.24,99600.0,22837.89258415434,,,963.3347633347632,,1323.9742704846221,,,7141.447504100872,,104507.805170792,,,2.74302,37.012944,,2.0015199999999997,,0.9652,6.359999999999999,2.042964,,,1.21158,,0.02345876762,,,1.31675544,,9.448062,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1384,MINNESOTA,PINE,6.531000000000001,,914.4,,,176400.0,225.06,,,15.24,,3.580548742,,,,,10.888,,548.64,271.524,,,6.531000000000001,,,972.8199999999999,,,297.66,,15.24,,3.70401594,,,10.888,293.9052214746749,,,585.94765006274,,,355800.0,13107.282489522018,,,666.9240669240669,,1742.0714085323973,,,,,171.46258302976372,,,1.9593,,,4.04876,,,6.16,1.537668,,,1.524,,0.0308667995,,,,,5.14458,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1385,MINNESOTA,PIPESTONE,4.354,,2527.2999999999997,,48.26,38200.0,200.376,,,10.16,,81.73528507600001,,,0.09072000000000001,,250.424,,2479.04,265.716,,,4.354,,,2722.88,,48.26,278.784,,10.16,,82.84648985800001,,0.09072000000000001,250.424,269.9573886137755,,,3311.917236800066,,772.16,125000.0,16232.313787392208,,,518.7187187187187,,47696.71373705943,,,58.9827303388255,,5862.387362636682,,,2.6994800000000003,,,5.40766,,0.8128,9.53,2.041512,,,1.778,,0.037040159399999995,,,1.297296,,9.788312000000001,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1386,MINNESOTA,POLK,4055.751,539.7720999999999,838.1999999999999,,60.96,83600.0,126.324,,,50.8,,44.571658477999996,75800.0,,41.18688,,17888.984,,843.28,165.528,,,4597.8240000000005,566.9875,,1046.48,,73.66,166.98,,76.2,,49.510346398,75900.0,43.45488,18264.62,287837.7114580088,5287.1442022667825,,571.1003589475393,,1097.28,288600.0,8914.239558952748,,,2223.080223080223,,18216.059790460833,1210451.0250569477,,21012.733797199675,,526300.3161674066,17.5,,2.908472,62.59542,,3.03022,,0.83566,9.8,1.791768,,,1.27,,0.025928111580000003,17.5,,1.5689570400000001,,11.78626,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1387,MINNESOTA,POPE,63.133,,1811.02,,,52400.0,474.804,,,53.339999999999996,,46.670600844000006,,,0.36288000000000004,,1502.544,,1648.46,588.06,,,69.664,,,1864.36,,,602.58,,81.28,,47.16446963599999,,0.36288000000000004,1524.3200000000002,3914.3821348997435,,,2020.6538789002748,,,163200.0,34158.81589076461,,,2100.8108108108104,,24523.559717905726,,,199.63385653140935,,35737.70123434647,,,2.573214,,,4.8564799999999995,,,8.59,1.8672719999999998,,,1.13538,,0.033336143459999995,,,1.097712,,9.823698,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1388,MINNESOTA,RAMSEY,,,25.4,,,2200.0,,,,5.08,,2.345876762,,,,,,,22.86,,,,,,,27.939999999999998,,,,,5.08,,2.4693439600000002,,,,,,,33.78799426683493,,,6400.0,,,,237.12855712855713,,1415.282840862872,,,,,,,,,,,5.93598,,,8.79,,,,1.6256,,0.03827483138,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1389,MINNESOTA,RED LAKE,912.163,,314.96,,25.4,36000.0,254.1,,,17.779999999999998,,5.679491108,,,17.41824,,3201.072,,381.0,323.796,,,923.048,,,508.0,,30.48,345.576,,22.86,,5.926425504,,18.41616,3386.168,59292.65708787237,,,138.10062133087254,,609.6,101400.0,21126.14791256814,,,648.3983983983984,,1215.8457002998523,,,6449.307849240268,,80271.70514095001,,,2.812684,,,1.98628,,1.1176,8.11,2.146056,,,1.1277599999999999,,0.01358139178,,,1.1867990400000001,,9.695764,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1390,MINNESOTA,REDWOOD,4.354,27.2154,5001.26,,,24400.0,98.736,,,2.54,,276.44305632199996,1800.0,,0.18144000000000002,,549.844,,4879.34,171.336,,,4.354,27.2154,,5082.54,,,174.24,,2.54,,279.776670668,1900.0,0.18144000000000002,582.508,274.3115400430299,349.18430688753267,,8433.677632624065,,,96000.0,8051.052074990475,,,148.2053482053482,,188299.89783398804,31158.68211421617,,108.89119447167784,,13238.000061218581,16.2,,2.74302,82.326585,,6.870699999999999,,,10.71,1.852752,,,2.032,,0.043213519299999996,19.0,,1.1975040000000001,,10.199334,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1391,MINNESOTA,RENVILLE,4.354,190.50779999999997,5074.92,,,22800.0,95.832,,,12.7,,294.71620162600004,25500.0,,0.4536,,1616.8680000000002,,5046.98,129.228,,,4.354,213.1873,,5166.36,,,136.488,,15.24,,298.049815972,26000.0,0.4536,1671.308,283.01984290153877,2384.3292066259805,,8826.124839134027,,,83800.0,8415.346453815231,,,555.7700557700557,,200746.6976908126,490339.26063950715,,328.9421499665268,,42324.04172533104,16.2,,2.8301000000000003,79.559686,,6.97484,,,10.38,2.201232,,,1.397,,0.043213519299999996,21.1,,1.446984,,7.880190000000001,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,1392,MINNESOTA,RICE,4.354,,2908.2999999999997,,,50200.0,127.776,,,7.62,,57.041845476,,,,,130.656,,2702.56,175.692,,,6.531000000000001,,,2954.02,,,188.76,,15.24,,58.27651745600001,,,130.656,261.24908575526655,,,4071.522689018633,,,171600.0,9007.873455518145,,,400.1544401544401,,33303.599616909,,,,,2882.2043718812656,,,2.177,,,5.91566,,,10.16,1.755468,,,1.3716,,0.037040159399999995,,,,,10.349044,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
