year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_SOYBEANS","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1973,-30,MISSOURI,OTHER (COMBINED) COUNTIES,34.28775,,,97.965,,,,,,,,,,,,,,,,,,,,47.894000000000005,,,119.735,,,,,,,,,,1114.8511169362364,,,113.69428307905665,,,,,,,,,,,,,,4.911312000000001,,,48.87365,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1950,NORTH CAROLINA,HYDE,1.0885,,637.54,,,400.0,,,,,27.939999999999998,36.669757806,,,,,130.656,,,,,,,1.3062,,,,,,,,50.8,37.410560994,,,179.65200000000002,44.63759354920479,,1149.1336654052063,,,600.0,,,,,1395.198868738777,25096.4418782087,,,,,2636.556520370256,0.8925700000000001,,2.54,,,1.5,,,,,1.27,0.03827483138,,,,,2.1776,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1951,NORTH CAROLINA,IREDELL,69.664,,210.82,97.965,,11800.0,,0.002268,,,8.889999999999999,9.383507048,,,,0.371952,190.54000000000002,,,,,,,82.726,,,118.6465,,,,,60.96,10.741646226,,,223.204,3135.5187663831653,,269.6572625193891,166.56212471081798,,20900.0,,1.7418636911670138,,,494.13293267831693,4550.60346760136,,,,714.1286978629423,3268.2315200422963,0.97965,,1.8034,73.53906,,1.77,,0.34473600000000004,,,1.4223999999999999,0.02716278356,,,,0.86184,1.8509600000000002,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1952,NORTH CAROLINA,JACKSON,,,15.24,,,3250.0,,,,,,,,,,0.017690400000000002,,,,,,,,,,,,,,,,,,,,,,,16.481598388281846,,,5200.0,,,,,,,,,,34.92721872731464,,,,1.524,,,1.6,,,,,,,,,,0.886788,,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1953,NORTH CAROLINA,JOHNSTON,38.315200000000004,,1744.98,193.75300000000001,,1300.0,,0.054432,,,10.921999999999999,68.277360494,,,,8.11944,217.76000000000002,,,,,,,44.6285,,,217.70000000000002,,,,,17.779999999999998,69.63549967200001,,,304.86400000000003,1685.3413369309512,,2295.9782199231513,340.5143778217747,,2210.0,,115.97145101717223,,,552.2662188757661,25614.175206857955,,,,18751.14948708287,3844.9782588732896,0.9578800000000001,,1.8541999999999998,76.58686,,1.7,,0.9570960000000001,,,1.2953999999999999,0.02098942366,,,,1.036476,1.9054,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1954,NORTH CAROLINA,JONES,0.4354,,458.46999999999997,,,100.0,,,,,,26.298513174,,,,1.9459440000000001,16.332,,,,,,,0.54425,,,0.2177,,,,,,26.792381966,,,35.386,17.855037419681913,,661.0952242410829,,,200.0,,,,,,14523.782324739672,,,,4298.523060692345,263.65565203702556,0.8925700000000001,,2.032,,,2.0,,,,,,0.0308667995,,,,0.991116,1.74208,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1955,NORTH CAROLINA,LEE,11.320400000000001,,80.00999999999999,21.77,,1100.0,,,,,9.652,7.5191523582,,,,1.374408,32.664,,,,,,,13.2797,,,21.77,,,,,15.24,8.64270386,,,48.996,463.79548419417654,,89.50423569191946,19.32802812343963,,2040.0,,,,,518.1445074120459,2654.0645373914517,,,,2725.423130611717,576.7467388309934,0.8925700000000001,,1.5748,38.55467,,1.85,,,,,1.3716,0.019754751679999998,,,,0.8890560000000001,1.9054,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1956,NORTH CAROLINA,LENOIR,0.4354,,1079.5,0.6531,,500.0,,0.020412,,,3.81,34.817749836,,,,5.35248,21.776,,,,,,,0.54425,,,0.6531,,,,,8.382,35.558553024,,,43.552,18.29052613723513,,1731.9412973019505,1.70541424618585,,950.0,,32.407832359344184,,,160.24566717035958,19210.631405143467,,,,12748.893197920332,351.54086938270075,0.91434,,2.2605999999999997,115.66400999999999,,1.9,,0.712152,,,1.0668,0.0308667995,,,,1.068228,1.74208,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1957,NORTH CAROLINA,LINCOLN,71.84100000000001,,78.74,367.913,,3800.0,,0.013608,,,21.59,12.408453399,,,,,146.988,,,,,,,84.903,,,404.922,,,,,33.019999999999996,12.840588592000001,,,168.764,3810.526278590652,,92.25116875663309,619.6338427808587,,6080.0,,29.52000571346202,,,1026.1788780941006,5749.564860262795,,,,,2743.6666290102976,1.15381,,1.651,73.38667000000001,,1.6,,0.9729720000000001,,,1.2191999999999998,0.025928111580000003,,,,,2.0142800000000003,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1958,NORTH CAROLINA,MACON,,,26.669999999999998,,,3600.0,,,,,,,,,,0.015876,,,,,,,,,,,,,,,,,,,,,,,26.462121856741405,,,8640.0,,,,,,,,,,35.06472746246155,,,,1.397,,,2.4,,,,,,,,,,0.991116,,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1959,NORTH CAROLINA,MADISON,,,41.91,,,11000.0,,,,,,0.037040159399999995,,,,0.879984,,,,,,,,,,,,,,,,,0.043213519299999996,,,,,,49.90261734229781,,,17050.0,,,,,,14.714526182663082,,,,2118.551246163363,,,,1.6764,,,1.55,,,,,,0.02222409564,,,,1.079568,,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1960,NORTH CAROLINA,MARTIN,,,716.28,352.67400000000004,,2000.0,,6.96276,,,5.334,24.07610361,,,,3.0436560000000004,8.7104,,,,,,,,,,357.028,,,,,6.096,24.261304406999997,,,16.332,,,1123.0378012904266,927.7453499251023,,3200.0,,21003.2090340191,,,294.457732260992,14360.287589376747,,,,7496.517877758936,153.7991303549316,,,2.2098,115.53339000000001,,1.6,,1.353996,,,1.397,0.033336143459999995,,,,1.104516,1.9054,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1961,NORTH CAROLINA,MCDOWELL,0.2177,,43.18,,,1900.0,,,,,0.508,0.20989423659999998,,,,0.005896800000000001,8.166,,,,,,,0.2177,,,,,,,,1.27,0.23458767619999998,,,10.3436,8.05654127473452,,56.0832167379035,,,3420.0,,,,,26.79186233447652,91.82954302884181,,,,10.909026321654704,144.18668470774836,0.80549,,1.8288,,,1.8,,,,,1.3461999999999998,0.024693439600000002,,,,0.830088,1.9054,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1962,NORTH CAROLINA,MECKLENBURG,23.5116,,63.5,141.505,,7500.0,,,,,12.7,2.4323038005999997,,,,,43.552,,,,,,,27.8656,,,149.1245,,,,,53.339999999999996,2.5310775590000003,,,54.440000000000005,964.6075093803763,,59.51688306879555,281.96182203606054,,13500.0,,,,,577.5415607007438,1234.3852519900697,,,,,615.1965214197262,0.8925700000000001,,1.3208,87.23239,,1.8,,,,,1.1683999999999999,0.028397455540000005,,,,,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1963,NORTH CAROLINA,MITCHELL,,,7.62,,,4000.0,,,,,,,,,,0.179172,,,,,,,,,,,,,,,,1.27,,,,,,,8.65283915384797,,,5600.0,,,,,,,,,,485.4058350685853,,,,1.6001999999999998,,,1.4,,,,,,,,,,1.215648,,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1964,NORTH CAROLINA,MONTGOMERY,2.177,,86.36,426.692,,600.0,,,,,14.732,3.0743332302,,,,0.31298400000000004,76.21600000000001,,,,,,,2.6124,,,481.117,,,,,20.32,3.2101471480000003,,,92.548,100.16240503723999,,90.19096895809788,412.71024757697563,,870.0,,,,,735.5124471068555,1425.1291099134796,,,,568.3694386072199,1076.593912484521,1.00142,,1.4731999999999998,42.19026,,1.45,,,,,1.27,0.025928111580000003,,,,0.814212,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1965,NORTH CAROLINA,MOORE,6.7487,,143.51,179.6025,,1600.0,,0.049896,,,6.35,7.852513792800001,,,,1.63296,92.548,,,,,,,8.0549,,,197.01850000000002,,,,,6.858,8.148835068,,,106.158,242.7849600359187,,126.81674315427973,113.69428307905665,,2880.0,,86.63479937646463,,,386.7127299221611,2942.905236532616,,,,3389.131958920793,1307.2926080169184,0.7837200000000001,,1.2446,27.56082,,1.8,,0.780192,,,1.5493999999999999,0.02098942366,,,,0.9321480000000001,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1966,NORTH CAROLINA,NASH,34.832,,855.98,951.349,,1300.0,,1.4515200000000001,,,12.7,33.150942663,,,,6.25968,272.2,,,,,,,41.363,,,999.243,,,,,22.86,33.459610657999995,,,479.072,1846.4721624256417,,1188.0485504886497,1810.0129866185819,,2340.0,,3403.0515903220817,,,722.8747761943665,13897.052505848464,,,,14327.035114956347,5767.467388309934,1.15381,,1.9558,83.44441,,1.8,,1.052352,,,1.4478,0.02345876762,,,,1.027404,2.28648,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1967,NORTH CAROLINA,NEW HANOVER,,,15.24,,,150.0,,0.12474,,,,2.5187308392,,,,0.0567,6.5328,,,,,,,,,,,,,,,,2.592811158,,,8.166,,,19.68635363044776,,,200.0,,248.4447685822425,,,,1280.7087603428977,,,,90.7557651969593,98.8708695138846,,,1.8288,,,1.33,,0.893592,,,,0.028397455540000005,,,,0.718956,1.6332,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1968,NORTH CAROLINA,NORTHAMPTON,1.0885,,718.8199999999999,4926.551,,3700.0,,13.335840000000001,,,12.7,17.532342116000002,,,,0.167832,65.328,,,,,,,1.3062,,,5050.64,,,,,16.509999999999998,17.655809314,,,114.324,50.08120251862,,1127.1582008874973,16107.069083809954,,6100.0,,39688.36420324041,,,563.6401226970061,8896.838515999065,,,,316.72845328837815,1087.5795646527304,1.00142,,2.2098,143.83439,,1.65,,1.335852,,,1.143,0.028397455540000005,,,,0.848232,1.7965200000000001,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1969,NORTH CAROLINA,ONSLOW,0.2177,,372.10999999999996,,,250.0,,0.10206,,,,27.16278356,,,,2.2044960000000002,15.787600000000001,,,,,,,0.2177,,,,,,,,,27.656652352000002,,,19.054000000000002,9.363007427394173,,549.8444351201805,,,430.0,,132.4733175650703,,,,14387.536711937233,,,,4529.53773573915,238.9379346585544,0.93611,,2.0827999999999998,,,1.72,,0.5828760000000001,,,,0.029632127520000003,,,,0.923076,1.6332,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1970,NORTH CAROLINA,ORANGE,31.5665,,177.79999999999998,,,4700.0,,,,,14.224,4.3460453696000005,,,,1.161216,125.212,,,,,,,37.2267,,,,,,,,38.1,5.123888717,,,163.32,1611.3082549469043,,224.332866951614,,,8700.0,,,,,676.1153938181574,2302.550856361167,,,,2355.982995517024,2400.3649987537538,1.11027,,1.778,,,1.85,,,,,1.2191999999999998,0.029632127520000003,,,,0.911736,2.06872,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,1971,NORTH CAROLINA,PAMLICO,,,165.1,,,300.0,,,,,,22.471030036,,,,0.342468,54.440000000000005,,,,,,,,,,,,,,,,22.964898828,,,97.992,,,249.9709088889413,,,450.0,,,,,,14387.536711937233,,,,698.5443745462927,1043.636955979893,,,2.1336,,,1.5,,,,,,0.035805487420000004,,,,0.9162720000000001,2.06872,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
