year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1983,-39,WASHINGTON,OTHER (COMBINED) COUNTIES,23.947000000000003,,,,,,23.232,,,,,,,,,,54.440000000000005,,,,,70.772,23.947000000000003,,,,,,47.916,,,,,,,70.772,1665.6028936724135,,,,,,,1676.6855794775286,,,,,,,,,,2014.0134510810756,,,3.02603,,,,,,,4.926636,,,,,,,,,,10.430704,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1401,MINNESOTA,STEVENS,304.78000000000003,27.2154,1699.26,,,17200.0,211.992,,,66.03999999999999,,84.328096234,500.0,,4.9896,,2542.348,,1483.36,287.496,,,326.55,27.2154,,1699.26,,,290.4,,78.74,,84.945432224,500.0,4.9896,2792.772,16764.89187095109,253.8695112803647,,3197.7613700968163,,,60200.0,15164.852280409857,,,2914.0989908697743,,61342.1679077948,8838.491080263277,,2747.596425230788,,48276.446750373136,14.0,,2.314151,62.368624999999994,,4.56438,,,9.2,1.790316,,,1.5875,,0.081241416284,19.4,,1.09870992,,3.9523439999999996,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1402,MINNESOTA,SWIFT,39.186,40.8231,2319.02,,,27600.0,255.552,,,114.3,,120.750919644,4000.0,,5.1710400000000005,,2686.614,,2186.94,763.752,,,43.54,45.358999999999995,,2329.18,,,765.204,,142.23999999999998,,120.99785403999999,4100.0,5.35248,2724.722,2155.486097693711,348.6474621583675,,4170.127449227149,,,102200.0,15964.389683374688,,,5340.31715521384,,90498.68083189106,67063.19005230692,,2715.832304707889,,50886.499317382244,14.7,,2.274965,56.381237,,4.157979999999999,,,10.6,1.200804,,,1.64846,,0.083834227442,18.4,,1.04455008,,5.637262,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1403,MINNESOTA,TODD,17.416,,2316.48,,,172000.0,782.628,,,40.64,,10.000843038,,,,,87.104,,1666.24,849.42,,,17.416,,,2349.5,,,866.844,,53.339999999999996,,10.741646226,,,119.768,1010.2480296261435,,,3484.8498711888838,,,463200.0,46526.926564838,,,1687.8039404132628,,5511.2422917292015,,,,,1458.7989321344005,,,2.5253200000000002,,,4.34086,,,7.7,1.645116,,,1.4325599999999998,,0.059634656634000006,,,,,4.7553339999999995,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1404,MINNESOTA,TRAVERSE,505.064,,574.04,,25.4,15400.0,127.776,,,119.38,,90.25452173800001,4400.0,,7.66584,,4529.408,,505.46,345.576,,,566.02,,,574.04,,30.48,347.028,,147.32,,90.871857728,4400.0,7.75656,4643.732,26849.954097736212,,,821.5790316755396,,279.4,26800.0,7081.616997688497,,,5422.729456991831,,59684.71281857846,60138.18673168827,,3610.219184002667,,74826.04298725947,14.2,,2.1857080000000004,,,3.4671,,0.51308,4.8,1.093356,,,1.6103599999999998,,0.073833384404,15.0,,0.93854376,,7.281350000000001,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1405,MINNESOTA,WABASHA,10.885,,1338.58,,,113200.0,293.304,,,22.86,,17.28540772,,,,,,,1143.0,378.972,,,15.239,,,1363.98,,,410.916,,25.4,,17.408874918,,,,587.8598448255577,,,2952.412416894508,,,424200.0,17437.5300265663,,,890.0528592023065,,13335.84554541881,,,,,,,,2.015902,,,5.5245,,,11.2,1.518792,,,1.4478,,0.086180104204,,,,,,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1406,MINNESOTA,WADENA,15.239,36.2872,591.8199999999999,,,110600.0,209.088,,,20.32,,2.4693439600000002,,,,,19.054000000000002,,373.38,246.84,,,15.239,40.8231,,612.14,,,257.004,,25.4,,2.4693439600000002,,,29.942,792.5221611722333,335.10775489008137,,504.8856774271101,,,278000.0,10534.564243459687,,,659.2984142239309,,870.9123621497996,,,,,304.82365746091955,,,2.2640800000000003,61.234649999999995,,2.7559,,,7.5,1.340196,,,1.143,,0.039509503359999996,,,,,1.426328,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1407,MINNESOTA,WASECA,,,2245.36,,,18200.0,43.56,,,,,87.785177778,,,,,59.884,,2164.08,357.192,,,,,,2268.22,,,363.0,,,,88.64944816399999,,,106.158,,,,4783.908546494174,,,67800.0,2546.511984900805,,,,,69662.10256745711,,,,,992.0377066473676,,,,,,4.79552,,,10.8,0.9452519999999999,,,,,0.08840251376799999,,,,,2.798216,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1408,MINNESOTA,WASHINGTON,,,868.68,,,48000.0,71.148,,,10.16,,22.964898828,,,,,89.82600000000001,,782.3199999999999,104.544,,,,,,871.2199999999999,,,105.996,,12.7,,23.211833224,,,114.324,,,,1737.422146303571,,,136400.0,3728.245838733439,,,395.5790485343585,,16705.187746485848,,,,,1481.9328704238455,,,,,,4.754879999999999,,,8.1,1.2690480000000002,,,1.3716,,0.08099448188799999,,,,,3.23918,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1409,MINNESOTA,WATONWAN,,,2067.56,,,10800.0,42.108,,,,,122.726394812,,,,,59.884,,1976.12,479.16,,,,,,2072.64,,,480.612,,,,123.59066519800001,,,97.992,,,,4503.346800271766,,,36200.0,2504.045712582161,,,,,97389.77489740137,,,,,1088.655919503284,,,,,,4.91998,,,9.5,0.932184,,,,,0.088525980966,,,,,3.187462,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1410,MINNESOTA,WILKIN,788.0740000000001,40.8231,627.38,,10.16,27000.0,101.64,,,38.1,,75.191523582,22900.0,,9.16272,,5645.428,,568.9599999999999,236.676,,,1290.961,40.8231,,632.4599999999999,,12.7,239.58,,48.26,,75.93232677,23100.0,9.34416,5917.628000000001,44137.38805297668,348.6474621583675,,956.2963215094989,,152.4,71000.0,6145.894652460426,,,1582.316194137434,,49723.652676490135,360457.3570539701,,6072.6191842528515,,104481.03023452891,14.6,,1.9636540000000002,56.880185999999995,,3.6093399999999995,,0.6858,7.7,1.244364,,,1.45542,,0.07370991720600001,17.3,,1.31988528,,7.643376000000001,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1411,MINNESOTA,WINONA,10.885,,1493.52,,,127600.0,354.288,,,,,10.247777434,,,,,,,1234.44,518.364,,,17.416,,,1501.1399999999999,,,582.252,,,,10.371244632,,,,555.2009645574711,,,3490.255038085796,,,440600.0,22846.85450743092,,,,,7906.251287641153,,,,,,,,1.8047330000000001,,,6.009639999999999,,,10.6,1.563804,,,,,0.085933169808,,,,,,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1412,MINNESOTA,WRIGHT,,,1897.3799999999999,,,102200.0,406.56,,,60.96,,50.127682388000004,,,,,157.876,,1633.22,577.896,,,,,,1915.1599999999999,,,589.512,,78.74,,50.745018378,,,223.204,,,,3194.4979926619862,,,349000.0,23760.611539390724,,,2452.5901009130225,,32044.131724849187,,,,,2688.980121173112,,,,,,4.20878,,,9.7,1.4345759999999999,,,1.397,,0.071117106048,,,,,4.744446000000001,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1413,MINNESOTA,YELLOW MEDICINE,10.885,40.8231,2730.5,,,32000.0,180.048,,,22.86,,178.90396990200003,1500.0,,1.27008,,1687.64,,2649.22,673.728,,,10.885,40.8231,,2796.54,,,679.536,,30.48,,179.274371496,1600.0,1.4515200000000001,1948.952,653.1776053617307,365.5720962437252,,4639.407461010937,,,106000.0,8708.51453375796,,,1068.063431042768,,126195.201275506,19681.588384916162,,794.103013072482,,29567.894773709195,14.4,,2.6124,59.87387999999999,,3.8557199999999994,,,9.7,0.8828159999999999,,,1.6001999999999998,,0.07889553952200001,14.4,,1.23324768,,5.422224,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1414,MISSISSIPPI,ADAMS,,,,261.24,,,,,,,20.32,41.97884732,,,,,266.75600000000003,,,,,,,,,,452.81600000000003,,,,,25.4,43.213519299999994,,,348.416,,,,,1015.3279880567815,,,,,,,1133.7847449214923,20172.50758829474,,,,,3921.8829500105803,,,,,,,162.09942,,,,,,,2.5654,0.053090895140000004,,,,,2.825436,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1415,MISSISSIPPI,ALCORN,,,20.32,117.558,,,,,,,139.7,40.991109736,,,,,136.1,,21.336,,,,,,,30.48,119.735,,,,,152.4,43.213519299999994,,,174.208,,,,28.641681563946157,167.298361668447,,,,,,,6348.184518335482,14908.930999551885,,,,,2299.7856299506875,,,,,,2.8016199999999998,61.67441,,,,,,,2.22504,0.039756437756,,,,,3.2772880000000004,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1416,MISSISSIPPI,AMITE,,,,,,,,,,,17.779999999999998,7.037630286,,,,,65.328,,,,,,,,,,,,,,,25.4,7.40803188,,,81.66,,,,,,,,,,,,974.7013620037773,3102.6252901586618,,,,,884.5329345964184,,,,,,,,,,,,,,2.3799799999999998,0.04815220722,,,,,2.656672,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1417,MISSISSIPPI,ATTALA,,,22.86,1491.2450000000001,,,,,,,45.72,20.37208767,,,,,87.104,,24.13,,,,,,,48.26,1523.9,,,,,50.8,22.22409564,,,136.1,,,,29.655546398068147,3980.547225904428,,,,,,,2313.021884962331,7544.2783371226415,,,,,1249.2326676300186,,,,,,2.5730199999999996,115.66400999999999,,,,,,,2.45618,0.039756437756,,,,,2.564124,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1418,MISSISSIPPI,BENTON,,,12.7,1534.785,,,,,,,76.2,27.16278356,,,,,54.440000000000005,,13.208,,,,,,,25.4,1545.67,,,,,88.89999999999999,28.397455539999996,,,59.884,,,,17.74263459713479,3115.2108724469435,,,,,,,4363.429931457324,9460.2855338522,,,,,898.1411335902093,,,,,,2.7889199999999996,88.05965,,,,,,,2.7178,0.038151364182,,,,,3.42972,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1419,MISSISSIPPI,BOLIVAR,,,,6966.400000000001,,,,,2159.0883999999996,,58.419999999999995,246.934396,,,,,2395.36,,,,,,,,,,6988.17,,,2168.1602,,63.5,253.1077559,,,2694.78,,,,,25613.95606234153,,,,,88055.99378579273,,3739.722065097394,105053.8036843196,,,,,45146.56098180119,,,,,,,159.44348,,,,,202.98152499999998,,3.1394399999999996,0.047041002438,,,,,3.8761280000000005,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1420,MISSISSIPPI,CALHOUN,,,15.24,2416.4700000000003,,,,,,,355.59999999999997,56.794911080000006,,,,,571.62,,16.002,,,,,,,30.48,2449.125,,,,,363.21999999999997,59.26425504,,,626.0600000000001,,,,27.37435052129367,6115.043564432889,,,,,,,21317.1733109738,23411.212935039304,,,,,9403.265504709616,,,,,,3.5712399999999995,109.54664,,,,,,,3.03022,0.045188994468,,,,,3.424276,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1421,MISSISSIPPI,CARROLL,,,40.64,2046.38,,,,,,,127.0,33.95347945,,,,,206.872,,43.18,,,,,,,78.74,2068.15,,,,,152.4,37.0401594,,,326.64,,,,56.77643071083133,7095.758098351372,,,,,,,6338.083986086738,14669.430099960691,,,,,3309.5139952899835,,,,,,2.76098,150.23477,,,,,,,2.3367999999999998,0.046423666448,,,,,2.847212,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1422,MISSISSIPPI,CHICKASAW,,,15.24,,,,,,,,190.5,84.698497828,,,,,898.26,,15.748,,,,,,,33.019999999999996,,,,,,203.2,86.4270386,,,1007.14,,,,20.53076289097025,,,,,,,,9451.573051762016,32672.821586276084,,,,,13698.01310715007,,,,,,2.70002,,,,,,,,2.45618,0.042843117706,,,,,3.141188,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,1423,MISSISSIPPI,CHOCTAW,,,15.24,139.328,,,,,,,88.89999999999999,11.729383810000002,,,,,103.436,,16.002,,,,,,,40.64,222.054,,,,,101.6,12.3467198,,,163.32,,,,19.770364265378763,299.98326919859454,,,,,,,4666.445898919638,5119.331728761791,,,,,1475.12877092695,,,,,,2.5781,90.23665,,,,,,,2.5145999999999997,0.047658338428,,,,,2.5369040000000003,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
