year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1977,-37,KANSAS,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,6.988243406800001,,,,,,,,,,,,,,,,,,,,6.988243406800001,,,,,,,,,,,,,,,5832.23943219479,,,,,,,,,,,,,,,,,,,0.275702253134,,,,,,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1645,MONTANA,PHILLIPS,683.5780000000001,,17.779999999999998,,,143400.0,91.476,,,,,,,,,,6494.692,,,,,4817.9400000000005,827.26,,17.779999999999998,,,258.456,,,,,,,7049.9800000000005,26453.585314401855,,5.0579916493042845,,,246600.0,4963.117289698963,,,,,,,,,,88417.9184993939,,,0.8424990000000001,,0.43179999999999996,,,5.22,0.781176,,,,,,,,,,3.652924,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1646,MONTANA,PONDERA,2455.656,,,,,47800.0,20.328,,,,,,,,,,8459.976,,,,,7725.036,2562.329,,,,,31.944,,,,,,,9178.584,96517.48452571475,,,,,88800.0,1089.2505202171178,,,,,,,,,,125571.02606350342,,,0.855561,,,,,5.46,0.771012,,,,,,,,,,4.483134,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1647,MONTANA,POWDER RIVER,156.744,,,,,103000.0,17.424,,,,,,,,,,1736.636,,,,,1769.3000000000002,176.33700000000002,,,,,78.408,,,,,,,1894.5120000000002,5399.579553886139,,,,,122400.0,717.3827350892307,,,,,,,,,,22483.46799407434,,,0.748888,,,,,3.39,0.5924159999999999,,,,,,,,,,3.8189660000000005,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1648,MONTANA,POWELL,87.08,,,,,119000.0,15.972,,,,,,,,,,125.212,,,,,111.602,97.965,,,,,20.328,,,,,,,130.656,4724.6321096503725,,,,,178200.0,685.1737143301223,,,,,,,,,,2152.8172356025666,,,1.182111,,,,,4.7,0.6171,,,,,,,,,,4.619234,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1649,MONTANA,PRAIRIE,143.68200000000002,13.6077,91.44,,,27000.0,18.876,,,,,,1870.0,,,,2063.2760000000003,,,,,2368.14,148.036,13.6077,99.06,,,78.408,,,,,1900.0,,2438.9120000000003,3440.054715782299,189.08549908169573,28.05272679446074,,,35200.0,609.0433016267755,,,,,,38993.917016285115,,,,24394.05927017168,16.2,,0.520303,72.5744,2.286,,,4.0,0.46464,,,,,,22.8,,,,2.8934860000000002,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1650,MONTANA,RAVALLI,95.78800000000001,,12.7,,,85000.0,24.684,,,,,,370.0,,,,310.308,,,,,296.69800000000004,104.49600000000001,,12.7,,,36.3,,,,,380.0,,321.196,5813.257019708062,,4.250413150675869,,,194200.0,1551.8891820297645,,,,,,6590.521185851006,,,,6240.720507252447,17.1,,1.321439,,0.508,,,6.88,0.906048,,,,,,19.5,,,,6.592684,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1651,MONTANA,RICHLAND,624.799,97.52184999999999,223.51999999999998,,,96200.0,116.16,,,,,,10880.0,,,,7746.812,,,,,6048.284000000001,727.118,99.78979999999999,271.78,,,265.716,,,,,11500.0,,8525.304,18441.305976377258,1355.1127434188195,110.93578323264016,,,132400.0,4282.335714563265,,,,,,191857.39452144038,,,,87816.43606062252,16.7,,0.642215,72.5744,1.9558,,,4.48,0.531432,,,,,,19.3,,,,3.549488,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1652,MONTANA,ROOSEVELT,515.9490000000001,,20.32,,,92600.0,65.34,,,,,,,,,,16713.08,,,,,9282.02,587.7900000000001,,35.559999999999995,,,181.5,,,,,,,17437.132,13150.588913496887,,4.505437939716422,,,132000.0,1771.4961417509576,,,,,,,,,,167696.56989745604,,,0.555135,,0.3302,,,4.529999999999999,0.390588,,,,,,,,,,3.36167,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1653,MONTANA,ROSEBUD,174.16,18.1436,200.66,,,65000.0,18.876,,,,,,1220.0,,,,1932.6200000000001,,,,,1902.678,261.24,18.1436,220.98,,,39.204,,,,,1220.0,,2172.156,6357.569474736907,267.87112369906896,126.87483254767469,,,121000.0,799.3693333851428,,,,,,25812.874644583106,,,,26236.609546408014,16.85,,0.794605,77.1103,2.286,,,5.0600000000000005,0.60984,,,,,,23.1,,,,3.6556460000000004,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1654,MONTANA,SANDERS,28.301000000000002,,2.54,,,57000.0,5.808,,,,,,,,,,185.096,,,,,179.65200000000002,45.717000000000006,,2.54,,,8.712,,,,,,,195.984,979.7624190519205,,0.7650743671216564,,,99600.0,234.24742370260597,,,,,,,,,,3053.6800737624267,,,0.7532420000000001,,0.4572,,,5.15,0.5808,,,,,,,,,,4.515798,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1655,MONTANA,SHERIDAN,526.8340000000001,,2.54,,,62000.0,78.408,,,,,,,,,,15689.608,,,,,8323.876,583.436,,7.62,,,206.184,,,,,,,16195.900000000001,16285.828654463034,,0.6375619726013804,,,75200.0,2422.99678892383,,,,,,,,,,190335.17137121348,,,0.672693,,0.381,,,3.91,0.44431200000000004,,,,,,,,,,3.8897380000000004,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1656,MONTANA,SILVER BOW,2.177,,,,,18000.0,2.904,,,,,,,,,,,,,,,,4.354,,,,,4.356,,,,,,,,108.86249100576893,,,,,37200.0,234.24742370260597,,,,,,,,,,,,,1.0885,,,,,6.37,1.1616,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1657,MONTANA,STILLWATER,413.63,4.5359,86.36,,,99000.0,26.136,,,,,,1040.0,,,,3495.0480000000002,,,,,3647.48,424.51500000000004,4.5359,86.36,,,34.848,,,,,1070.0,,3712.808,10973.33909338151,63.02849969389858,23.80231364378487,,,155200.0,710.0625030985244,,,,,,19863.09857402317,,,,48494.18142094377,16.83,,0.576905,72.5744,0.4064,,,4.57,0.390588,,,,,,20.9,,,,4.692728000000001,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1658,MONTANA,SWEET GRASS,130.62,,,,,91000.0,39.204,,,,,,,,,,451.85200000000003,,,,,479.072,134.97400000000002,,,,,42.108,,,,,,,495.404,5530.214543093062,,,,,148800.0,1507.9677900855258,,,,,,,,,,6891.192465923766,,,0.920871,,,,,4.84,0.553212,,,,,,,,,,4.151050000000001,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1659,MONTANA,TETON,2002.8400000000001,,,,,113200.0,23.232,,,,,,,,,,8732.176,,,,,8253.104000000001,2122.5750000000003,,,,,39.204,,,,,,,9292.908000000001,91727.5349214609,,,,,256600.0,897.4604420606091,,,,,,,,,,134740.23120477403,,,0.997066,,,,,6.37,0.5561159999999999,,,,,,,,,,4.551184,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1660,MONTANA,TOOLE,1567.44,,,,,22000.0,23.232,,,,,,,,,,12924.056,,,,,9151.364,1732.892,,,,,31.944,,,,,,,13593.668,47333.411089308334,,,,,25000.0,1248.8315776145182,,,,,,,,,,131504.20125138407,,,0.657454,,,,,3.74,0.7739159999999999,,,,,,,,,,3.459662,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1661,MONTANA,TREASURE,69.664,22.679499999999997,106.67999999999999,,,20000.0,5.808,,,,,,3640.0,,,,315.752,,,,,313.03000000000003,82.726,22.679499999999997,109.22,,,5.808,,,,,3800.0,,342.97200000000004,3287.647228374222,315.142498469493,54.830329643718706,,,38600.0,278.16881564684456,,,,,,72038.0579620103,,,,5007.817589770823,16.63,,1.027544,72.5744,2.159,,,5.33,0.6897,,,,,,21.6,,,,4.317092,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1662,MONTANA,VALLEY,933.9330000000001,,81.28,,,112000.0,103.092,,,,,,,,,,16702.192,,,,,9769.258,946.995,,81.28,,,258.456,,,,,,,17611.34,28304.24766149993,,16.321586498595337,,,202600.0,3690.860969714185,,,,,,,,,,181821.8814686031,,,0.6596310000000001,,0.30479999999999996,,,5.51,0.51546,,,,,,,,,,3.3698360000000003,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1663,MONTANA,WHEATLAND,291.718,,,,,84000.0,27.588,,,,,,,,,,1312.0040000000001,,,,,1317.448,394.03700000000003,,,,,45.012,,,,,,,1415.44,8077.596832628055,,,,,148400.0,1215.1585104572684,,,,,,,,,,16947.65224538202,,,0.603029,,,,,5.470000000000001,0.6345240000000001,,,,,,,,,,3.2827319999999998,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1664,MONTANA,WIBAUX,106.673,2.26795,12.7,,,35000.0,52.272,,,,,,,,,,2863.5440000000003,,,,,1755.69,154.567,2.26795,27.939999999999998,,,129.228,,,,,,,3108.5240000000003,2547.3822895349936,29.54460923151496,2.975289205473108,,,35200.0,1317.6417583271584,,,,,,,,,,27551.161663722858,,,0.520303,68.0385,0.35559999999999997,,,3.31,0.363,,,,,,,,,,3.337172,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1665,MONTANA,YELLOWSTONE,539.8960000000001,27.2154,449.58,,,71000.0,18.876,,,,,,10050.0,,,,5400.448,,,,,5531.104,552.9580000000001,29.483349999999998,462.28,,,39.204,,,,,10230.0,,5634.54,24298.10799248763,366.35315447078557,173.84189786264304,,,162200.0,980.9110867546625,,,,,,184534.59320382815,,,,80487.0595555938,17.06,,0.97965,70.30645,2.413,,,6.48,0.74778,,,,,,20.1,,,,4.5185200000000005,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1666,NEBRASKA,ADAMS,,,3459.48,,,21000.0,21.78,,,,1021.0799999999999,6.049892702,,,,,3103.08,,3439.16,,1033.78,,,,3548.3799999999997,,,24.684,,,1079.5,6.1733599,,,3260.956,,,6692.062985081621,,,61840.0,1163.9168865223232,,,,74754.30163835113,4485.289324899687,,,,,60760.612875887855,,,,,6.35,,,8.43,0.76956,,,,4.104640000000001,0.041484978528000004,,,,,4.1646600000000005,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1667,NEBRASKA,ANTELOPE,13.062000000000001,,5377.179999999999,,,108400.0,283.14,,,,86.36,25.557709986,,,,,125.212,,5171.44,,73.66,,13.062000000000001,,5435.599999999999,,,303.468,,,96.52,26.051578778,,,179.65200000000002,640.1114471139215,,8283.24765216864,,,273900.0,18271.299048803266,,,,5980.849057117657,19170.862761926866,,,,,1943.250956030635,,,1.06673,,5.15366,,,7.19,0.92928,,,,4.4069,0.04197884732,,,,,2.863544,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1668,NEBRASKA,ARTHUR,,,10.16,,,112000.0,4.356,,,,,,,,,,,,10.16,,,,,,10.16,,,7.26,,,2.54,,,,,,,22.612197961595623,,,120120.0,202.03840294349763,,,,,,,,,,,,,,,6.756399999999999,,,4.44,0.66792,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1669,NEBRASKA,BANNER,10.885,40.8231,81.28,,,30000.0,34.848,,,,5.08,,250.0,,,,4518.52,,40.64,,5.08,,10.885,40.8231,83.82,,,45.012,,,7.62,,250.0,,4736.28,391.90496762076816,531.8029661672693,67.07151951766521,,,57280.0,1194.6618608832905,,,,156.5270753656795,,4576.750823507642,,,,68389.36978030503,15.3,,0.7837200000000001,68.0385,4.64058,,,5.63,0.49368,,,,1.5748,,20.0,,,,3.2228480000000004,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1670,NEBRASKA,BLAINE,,,147.32,,,99600.0,2.904,,,,2.54,,,,,,,,119.38,,2.54,,,,152.4,,,5.808,,,2.54,,,,,,,211.92559969269885,,,106580.0,137.620361425281,,,,98.46057966550806,,,,,,,,,,,5.656579999999999,,,5.04,0.68244,,,,1.9811999999999999,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,1671,NEBRASKA,BOONE,13.062000000000001,,3649.98,,,65600.0,358.644,,,,363.21999999999997,10.741646226,,,,,234.092,,3444.24,,342.9,,15.239,,3693.16,,,371.712,,,381.0,11.11204782,,,293.976,613.9844492725368,,5581.26001228399,,,141680.0,22058.787080794777,,,,27336.69632354157,8305.283455103006,,,,,3129.885993606765,,,1.02319,,5.19684,,,6.140000000000001,0.88572,,,,4.3815,0.043213519299999996,,,,,2.6131200000000003,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
