year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1979,-38,MASSACHUSETTS,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,0.099792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.47103163855124,,,,,,,,,,,,,,,,,,,,0.83916,,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2037,NORTH DAKOTA,PIERCE,631.33,,76.2,,546.1,130000.0,210.54,,,160.01999999999998,,,,,31.2984,,7970.0160000000005,,5.08,283.14,,9657.656,653.1,,,76.2,,558.8,319.44,,180.34,,,,40.370400000000004,9657.656,23641.931166907296,,,7.088960350649708,,5684.52,191800.0,7958.817418697592,,,4912.982051601644,,,,,21306.8964146648,,92571.14090368264,,,1.602272,,,0.76962,,0.52324,4.699999999999999,0.946704,,,1.0795,,,,,1.3299552000000001,,4.303482,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2038,NORTH DAKOTA,RAMSEY,1121.155,,12.7,,279.4,31600.0,42.108,,,5.08,,,,,101.60640000000001,,13392.24,,,42.108,,13533.784000000001,1175.5800000000002,,,12.7,,304.8,43.56,,5.08,,,,102.51360000000001,13533.784000000001,51206.02602970705,,,1.074084901613592,,5293.36,54600.0,1714.8833112110835,,,207.88358469400472,,,,,67610.3581223419,,223528.29219473302,,,1.939707,,,0.15239999999999998,,0.9220199999999998,5.25,1.170312,,,1.524,,,,,1.9450368,,5.422224,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2039,NORTH DAKOTA,RANSOM,522.48,136.077,1257.3,,185.42,95000.0,312.18,,,167.64,,6.79069589,,,80.2872,,4758.0560000000005,,1092.2,312.18,,4872.38,522.48,140.6129,,1270.0,,190.5,312.18,,177.79999999999998,,6.9141630880000005,,80.74080000000001,4872.38,24404.574107775275,1568.3259421464268,,1192.6996775817863,,3261.36,197400.0,18761.116567095614,,,6974.494266483859,,3818.155043286503,,,61178.729487356955,,76518.90825587384,,,2.0333180000000004,77.56389,,2.16916,,0.88138,6.1,1.72788,,,1.50622,,0.06235093499,,,2.272536,,6.113612,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2040,NORTH DAKOTA,RENVILLE,816.375,,25.4,,342.9,36000.0,184.404,,,43.18,,,,,25.401600000000002,,9788.312,,,184.404,,9875.416000000001,827.26,,,25.4,,355.59999999999997,188.76,,45.72,,,,25.401600000000002,9875.416000000001,23968.778141565002,,,1.5753245223666017,,3639.82,57800.0,6419.819575303031,,,1209.189517636794,,,,,13449.847932665489,,106794.43147971667,,,1.267014,,,0.11176,,0.52832,4.8,1.00188,,,1.01346,,,,,1.0577952000000002,,4.77711,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2041,NORTH DAKOTA,RICHLAND,914.34,95.25389999999999,2928.62,,147.32,90000.0,399.3,,,93.97999999999999,,97.786020816,25000.0,,177.8112,,9064.26,,2735.58,399.3,,9173.140000000001,925.225,99.78979999999999,,2946.4,,152.4,406.56,,96.52,,99.638028786,25300.0,179.62560000000002,9173.140000000001,39657.432925134824,943.0127047632853,,3061.2493780888985,,2514.6,201400.0,25605.992689621908,,,4486.8207029789355,,56263.24181642898,357070.05464631313,,125388.40423184406,,142382.5959596671,16.5,,1.8743969999999999,66.587012,,2.2098,,0.85344,6.6,1.84404,,,1.7551399999999997,,0.06370907416800001,15.6,,2.0044584000000003,,6.072782,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2042,NORTH DAKOTA,ROLETTE,936.11,,5.08,,203.2,95000.0,87.12,,,109.22,,,,,27.216,,6973.764,,,87.12,,7028.204000000001,957.88,,,5.08,,203.2,101.64,,111.75999999999999,,,,27.216,7028.204000000001,37478.45309408345,,,0.358028300537864,,2219.96,172200.0,2594.3106502936907,,,3128.647949644771,,,,,19213.679618317157,,95085.93625237292,,,1.722007,,,0.127,,0.55372,5.45,0.85668,,,1.0541,,,,,1.4070672,,5.356896000000001,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2043,NORTH DAKOTA,SARGENT,378.798,22.679499999999997,914.4,,187.95999999999998,100000.0,232.32,,,165.1,,6.543761494000001,,,78.0192,,5797.860000000001,,749.3,232.32,,5830.524,391.86,22.679499999999997,,914.4,,190.5,261.36,,180.34,,6.667228692,,78.0192,5830.524,15514.33639708571,228.60914054867524,,818.309483709342,,3073.4,215200.0,12311.982747156497,,,9347.83185840708,,3823.6095504911987,,,56715.105720719665,,72069.02687588616,,,1.752485,67.857064,,2.10058,,0.8255,6.1,1.5246,,,2.0193,,0.06482027895,,,2.1654864000000003,,4.020394,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2044,NORTH DAKOTA,SHERIDAN,283.01,,38.1,,236.22,76000.0,225.06,,,63.5,,,,,23.1336,,7812.14,,,226.512,,7893.8,283.01,,,38.1,,238.76,297.66,,66.03999999999999,,,,23.1336,7893.8,9282.454080278809,,,1.8617471627968927,,2263.14,122400.0,10054.785910177807,,,1517.5501682662346,,,,,12365.58522281051,,91936.99878653455,,,1.428112,,,0.14731999999999998,,0.48514,4.95,1.282116,,,0.8712199999999999,,,,,1.0677744,,3.7264180000000002,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2045,NORTH DAKOTA,SIOUX,60.956,,76.2,,10.16,113000.0,196.02,,,7.62,,,,,4.0824,,2281.036,,10.16,196.02,,2340.92,74.018,,,76.2,,10.16,261.36,,10.16,,,,4.0824,2340.92,980.5409239731136,,,9.451947134199608,,111.76,148800.0,6053.3915173519445,,,155.91268852050354,,,,,2058.738149507066,,18303.028917686348,,,0.637861,,,1.1302999999999999,,0.5588,3.85,0.8886240000000001,,,0.66802,,,,,1.0078992,,3.42972,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2046,NORTH DAKOTA,SLOPE,228.585,,50.8,,10.16,79000.0,108.9,,,25.4,,,,,5.62464,,5226.24,,,110.352,,5482.108,250.35500000000002,,,50.8,,10.16,159.72,,25.4,,,,5.62464,5536.548000000001,7517.480417127205,,,2.577803763872621,,91.44,85000.0,3488.3951116943413,,,710.2689143711826,,,,,3375.2780591301394,,56484.91630597211,,,1.3693330000000001,,,0.09144,,0.4572,3.0,0.91476,,,1.0413999999999999,,,,,1.1975040000000001,,4.643732,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2047,NORTH DAKOTA,STARK,150.213,,200.66,,7.62,192000.0,435.6,,,48.26,,,,,8.07408,,9771.98,,2.54,453.024,,10234.720000000001,156.744,,,203.2,,7.62,522.72,,60.96,,,,8.07408,10234.720000000001,4728.3862333814595,,,8.091439592155727,,86.36,239400.0,16269.40577302823,,,2141.2009223482487,,,,,4152.862278666303,,110863.28326141795,,,1.3388550000000001,,,0.09398,,0.57404,3.55,1.054152,,,1.4808199999999998,,,,,1.0278576000000001,,4.646454,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2048,NORTH DAKOTA,STEELE,1393.28,412.76689999999996,63.5,,132.07999999999998,23600.0,59.532,,,7.62,,4.197884732,,,82.1016,,6630.792,,38.1,59.532,,6701.564,1393.28,421.83869999999996,,63.5,,139.7,59.532,,10.16,,4.197884732,,83.916,6701.564,73213.72232332581,4106.223592149293,,47.04491869067533,,2199.64,60400.0,3503.052234012385,,,249.46030163280565,,2481.800778136227,,,65739.43786483482,,116322.89307686461,,,2.28585,66.723089,,2.32156,,0.8229599999999999,7.5,1.6930319999999999,,,1.0668,,0.066178418128,,,2.3573592000000003,,5.612764,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2049,NORTH DAKOTA,STUTSMAN,489.82500000000005,31.751299999999997,322.58,,381.0,205000.0,392.04,,,177.79999999999998,,,,,210.4704,,18291.84,,111.75999999999999,397.848,,18455.16,500.71000000000004,31.751299999999997,,330.2,,393.7,413.82,,198.12,,,,211.3776,18455.16,18521.32856393659,308.9585296532832,,115.7863523939452,,6306.82,394800.0,19493.972682997788,,,7372.937803814034,,,,,148285.40139882758,,259562.80563267614,,,1.628396,65.362319,,1.7526,,0.82804,5.6000000000000005,1.420056,,,1.46558,,,,,2.1196728,,4.608346000000001,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2050,NORTH DAKOTA,TOWNER,1480.3600000000001,,7.62,,203.2,26200.0,49.368,,,12.7,,0.740803188,,,53.5248,,11813.480000000001,,5.08,49.368,,12112.9,1567.44,,,7.62,,208.28,68.244,,12.7,,0.740803188,,53.9784,12112.9,65151.49694843578,,,4.511156586777087,,3680.46,45600.0,2139.939858434344,,,460.8086127383771,,398.17902594273534,,,38057.16744950391,,182377.09557980107,,,1.8613350000000002,,,1.6764,,0.9093199999999999,5.5,1.245816,,,1.35128,,0.060005058228,,,1.4161392000000002,,5.248016000000001,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2051,NORTH DAKOTA,TRAILL,2231.425,521.6284999999999,50.8,,139.7,24400.0,71.148,,,2.54,,22.22409564,26300.0,,91.6272,,8694.068000000001,,38.1,71.148,,8759.396,2242.31,566.9875,,50.8,,139.7,71.148,,2.54,,22.84143163,26800.0,93.44160000000001,8759.396,132046.17776171266,4892.235607741651,,50.66100452610775,,2283.46,77000.0,4485.079429321296,,,90.08288670073537,,12763.54685898631,394333.5193235052,,70195.34930257355,,153309.98051052372,16.6,,2.5666830000000003,62.867574,,2.6162,,0.82804,8.55,1.812096,,,1.3208,,0.06333867257399999,16.4,,2.2412376000000003,,7.793086000000001,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2052,NORTH DAKOTA,WALSH,1872.22,589.6669999999999,101.6,,228.6,60000.0,56.628,,,12.7,,2.839745554,24700.0,,108.864,,14034.632000000001,,20.32,60.984,,14148.956,1926.6450000000002,635.026,,101.6,,266.7,69.696,,15.24,,2.839745554,25300.0,109.77120000000001,14148.956,100015.17424525759,5882.9872800901,,28.284235742491255,,3594.1,118400.0,3209.9097876515157,,,519.7089617350118,,1761.8058271164866,360274.5294957031,,71334.50564752998,,255322.490531746,16.5,,2.2923810000000002,66.90452499999999,,1.778,,0.74168,6.1,1.572516,,,1.397,,0.069388565276,15.9,,1.9250784,,7.346678,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2053,NORTH DAKOTA,WARD,685.755,,60.96,,520.6999999999999,160000.0,464.64,,,63.5,,,,,67.5864,,20170.02,,10.16,466.092,,20425.888000000003,696.64,,,60.96,,546.1,508.2,,66.03999999999999,,,,70.308,20425.888000000003,24404.574107775275,,,7.303777330972426,,5854.7,276400.0,21575.284052159954,,,2556.968091736258,,,,,36126.36322643161,,238442.87932765816,,,1.536962,,,0.86868,,0.55626,5.2,1.3343880000000001,,,1.4706599999999999,,,,,1.0641456,,4.564794,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2054,NORTH DAKOTA,WELLS,674.87,81.6462,149.85999999999999,,254.0,87000.0,94.38,,,104.14,,,,,117.0288,,11459.62,,91.44,132.132,,13065.6,761.95,86.18209999999999,,177.79999999999998,,304.8,188.76,,106.67999999999999,,,,130.6368,13065.6,29089.380744535705,552.6962162676796,,45.7918196387928,,2908.3,128800.0,3737.5661911010793,,,5113.936183472516,,,,,79984.56300686256,,164142.10766180872,,,1.767724,45.222922999999994,,1.23444,,0.5334,4.7,0.9757440000000001,,,1.8059399999999999,,,,,1.9327896,,5.1962980000000005,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2055,NORTH DAKOTA,WILLIAMS,130.62,,25.4,,10.16,115000.0,166.98,,,33.019999999999996,,,3000.0,,17.6904,,18580.372,,7.62,168.432,,18700.14,145.859,,,25.4,,10.16,217.8,,35.559999999999995,,,3000.0,18.144000000000002,18700.14,4466.908653655295,,,7.303777330972426,,106.68,180400.0,5730.934826354988,,,1306.201857160663,,,55757.86237938581,,7760.871203970334,,200016.04434047398,17.9,,1.4106960000000004,,,1.53924,,0.5334,4.5,0.983004,,,1.41986,,,20.3,,1.5699096000000001,,4.594736,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2056,OHIO,ADAMS,,,535.9399999999999,,,22800.0,14.52,,,,,27.039316362,,,,0.97524,326.64,,543.56,,,,,,,596.9,,,,,,,27.16278356,,,435.52000000000004,,,,756.5137990365066,,,42000.0,615.5991373578249,,,,,17754.420951282238,,,,1640.5300095793232,4920.725097870173,,,,,,5.04952,,,1.84,0.60984,,,,,0.036669757806,,,,0.75978,2.8689880000000003,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2057,OHIO,ALLEN,,,1249.6799999999998,,,6200.0,46.464,,,,,96.67481603399999,,,,,1927.1760000000002,,1252.22,,,,,,,1287.78,,,,,,,96.92175043,,,1965.284,,,,2195.7875671987194,,,17000.0,4001.394392825862,,,,,81681.2453903077,,,,,50159.82497441775,,,,,,6.32714,,,2.74,1.238556,,,,,0.047287936834,,,,,5.618208,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,2058,OHIO,ASHLAND,,,1320.8,,,37000.0,126.324,,,,,20.619022066,,,,,756.716,,1333.5,,,,,,,1435.1,,,,,,,20.619022066,,,789.38,,,,2114.157114676087,,,91000.0,9556.44375136433,,,,,14699.896916653039,,,,,13915.745257417144,,,,,,5.74294,,,2.46,1.0875480000000002,,,,,0.039879904954,,,,,3.925124,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
