year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_LENTILS,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_LENTILS,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUNFLOWER,PRODUCTION_WHEAT,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_LENTILS,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUNFLOWER,YIELD_WHEAT,标记
2021,-85,NEW JERSEY,OTHER COUNTIES,,,,,,,,,,,,,,,19.1003755306,,,,,,,,,,,,,,,,19.507817284,,,,,,,,,,,,,,,,,18224.827006065774,,,,,,,,,,,,,,,,,0.053831698328,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1404,MINNESOTA,TRAVERSE,,,,,3824.986,,,,,,,,,,167.668454884,,177.7466,,,,,3873.5,,,,,,,,,169.15006125999997,,185.096,,,,,4603.9851171454175,,,,,,,,,,171057.1125695405,,9682.021899903262,,,,,5.0672999999999995,,,,,,,,,,0.057535714268,,1.4290500000000002,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1405,MINNESOTA,WABASHA,,,,,2439.162,,,,,12.7776,,,,,51.485821566,,,,,,,2468.88,,,,56.628,,,,,51.979690358000006,,,,,,,3160.742670457024,,,,,1251.026667412087,,,,,70444.82227500358,,,,,,,5.87756,,,,,1.27776,,,,,0.07716699875000001,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1406,MINNESOTA,WADENA,,,,,563.1179999999999,,,,,,,,,,13.58139178,,33.7528,,,,,571.5,,,,,,,,,14.569129363999998,,35.386,,,,,309.7131551058186,,,,,,,,,,10677.553644906528,,544.790153551408,,,,,3.74396,,,,,,,,,,0.04432472408199999,,0.424632,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1407,MINNESOTA,WASECA,,,,,2758.44,,,,,,,,,,113.71328935800001,,,,,,,2806.7,,,,,,,,,114.701026942,,,,,,,4009.064729980873,,,,,,,,,,167813.29880399935,,,,,,,5.39496,,,,,,,,,,0.08321689145200001,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1408,MINNESOTA,WASHINGTON,,,,,448.818,,,,,,,,,,16.544604531999997,,,,,,,454.65999999999997,,,,,,,,,16.66807173,,,,,,,456.01872972314635,,,,,,,,,,18516.770244964486,,,,,,,4.27736,,,,,,,,,,0.063091738178,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1409,MINNESOTA,WATONWAN,,,,,3088.64,,,,,3.9204,,,,,128.529353118,,,,,,,3149.6,,,,5.808,,,,,129.6405579,,,,,,,4416.97537814774,,,,,253.7612232347515,,,,,176436.4370640631,,,,,,,5.3086,,,,,0.843612,,,,,0.07741393314600001,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1410,MINNESOTA,WILKIN,,,,,3434.08,,,,,,,,,,195.201640038,,1502.544,,,,,3492.5,,,,,,,,,196.93018081,,1565.15,,,,,3531.807533616913,,,,,,,,,,152999.88260802772,,88662.48043030949,,,,,3.8176200000000002,,,,,,,,,,0.044201256883999986,,1.548818,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1411,MINNESOTA,WINONA,,,,,2006.6,,,,,51.4008,,,,,46.176732052,,,,,,,2032.0,,,,94.38,,,,,46.547133646,,,,,,,2346.1379802320116,,,,,3701.357969475038,,,,,63092.1777397768,,,,,,,5.842,,,,,0.9394440000000001,,,,,0.077043531552,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1412,MINNESOTA,WRIGHT,,,,,1945.6399999999999,,,,,19.602,,,,,87.785177778,,30.2142,,,,,2057.4,,,,37.752,,,,,88.402513768,,32.664,,,,,1918.4140325802612,,,,,1060.3016716050763,,,,,88610.17936203443,,1445.2464177115075,,,,,3.6601399999999997,,,,,0.705672,,,,,0.056918378278,,1.254842,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1413,MINNESOTA,YELLOW MEDICINE,,,,,,,,,,,,,,,,,41.6466,,,,,,,,,,,,,,,,43.552,,,,,,,,,,,,,,,,,2297.7159844085295,,,,,,,,,,,,,,,,,1.448104,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1417,MISSISSIPPI,ATTALA,,,,,,622.622,,,,,,,,,3.5682020221999995,,,,,,,,761.95,,,,,,,,3.580548742,,,,,,,,3080.71985481938,,,,,,,,,3730.385830372408,,,,,,,,175.46620000000001,,,,,,,,,0.05901732064399999,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1419,MISSISSIPPI,BOLIVAR,,,,,972.8199999999999,3483.2000000000003,,,,,,,1292.7314999999999,,364.2282341,,57.162,,,,,977.9,3526.7400000000002,,,,,,1324.4828,,367.31491405,,146.988,,,,,1267.529764414554,23811.397211208125,,,,,,,101627.89295389417,,452566.0838557597,,4008.300611621759,,,,,4.83616,242.30010000000001,,,,,,,356.06814999999995,,0.070129368464,,1.840072,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1420,MISSISSIPPI,CALHOUN,,,,,289.56,1872.22,,,,,,,,,,,,,,,,292.09999999999997,1893.99,,,,,,,,,,,,,,,335.4356842616329,10589.974500941618,,,,,,,,,,,,,,,,4.30022,200.5017,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1421,MISSISSIPPI,CARROLL,,,,,269.24,1645.8120000000001,,,,,,,,,11.519489573400001,,,,,,,292.09999999999997,1654.52,,,,,,,,11.976318206,,,,,,,330.3954589540747,9370.522891742281,,,,,,,,,13678.08137803216,,,,,,,4.55422,201.80790000000002,,,,,,,,,0.066919221316,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1422,MISSISSIPPI,CHICKASAW,,,,,194.05599999999998,,,,,,,,,,46.547133646,,,,,,,205.73999999999998,,,,,,,,,46.670600844000006,,,,,,,217.94629433372415,,,,,,,,,,34735.83907267061,,,,,,,4.168139999999999,,,,,,,,,,0.042102314518,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1424,MISSISSIPPI,CLAIBORNE,,,,,73.152,,,,,,,,,,4.543592886399999,,,,,,,76.2,,,,,,,,,4.691753524,,,,,,,79.77460055755932,,,,,,,,,,6217.309717287345,,,,,,,4.04876,,,,,,,,,,0.07716699875000001,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1426,MISSISSIPPI,CLAY,,,,,,,,,,,,,,,11.605916612,,,,,,,,,,,,,,,,12.099785404,,,,,,,,,,,,,,,,,11353.348179394283,,,,,,,,,,,,,,,,,0.055189837506000004,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1427,MISSISSIPPI,COAHOMA,,,,,820.42,15043.07,,,,,,,,,134.826180216,,130.656,,,,,843.28,15434.93,,,,,,,,137.04858978,,133.37800000000001,,,,,1100.3333249017605,95630.67882668492,,,,,,,,,159136.09698117655,,9456.20214713584,,,,,4.9784,225.3195,,,,,,,,,0.066548819722,,1.899956,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1430,MISSISSIPPI,DE SOTO,,,,,215.646,,,,,,,,,,40.497240944,,,,,,,218.44,,,,,,,,,40.867642538,,,,,,,279.9932058784926,,,,,,,,,,43791.48583480652,,,,,,,4.82092,,,,,,,,,,0.060992795812000004,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1433,MISSISSIPPI,GEORGE,,,,,7.366,,,,,,,,,,0.987737584,,,,,,,7.62,,,,,,,,,1.111204782,,,,,,,6.430632288953585,,,,,,,,,,632.5436842805386,,,,,,,3.24104,,,,,,,,,,0.036175889014,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1435,MISSISSIPPI,GRENADA,,,,,33.019999999999996,1602.272,,,,,,,,,,,,,,,,45.72,1610.98,,,,,,,,,,,,,,,43.79781991395414,8985.432909889858,,,,,,,,,,,,,,,,4.9225200000000005,198.7601,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1438,MISSISSIPPI,HINDS,,,,,254.0,757.596,,,,,,,,,10.4082847914,,,,,,,281.94,805.49,,,,,,,,10.49471183,,,,,,,287.46664340349264,4544.061785858586,,,,,,,,,10866.776114563098,,,,,,,4.20116,212.6929,,,,,,,,,0.058893853446000004,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1439,MISSISSIPPI,HOLMES,,,,,734.06,2960.7200000000003,,,,,,,,,45.559396062,,,,,,,762.0,3047.8,,,,,,,,46.423666448,,,,,,,977.9775105389681,17714.139165211436,,,,,,,,,55550.310734893465,,,,,,,4.945379999999999,212.0398,,,,,,,,,0.06877122928599999,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1440,MISSISSIPPI,HUMPHREYS,,,,,764.54,3439.66,,,,,,,194.13652,,117.54077249599999,,,,,,,774.6999999999999,3504.9700000000003,,,,,,204.1155,,118.651977278,,,,,,,1036.3746037575734,21372.493992809446,,,,,,,14181.58667091204,,151837.51600870877,,,,,,,5.031739999999999,220.3124,,,,,,,331.1207,,0.07284564682000001,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1441,MISSISSIPPI,ISSAQUENA,,,,,513.0799999999999,,,,,,,,,,70.00590126600001,,,,,,,518.16,,,,,,,,,70.74670445400001,,,,,,,672.60937725001,,,,,,,,,,91962.12025309369,,,,,,,4.866639999999999,,,,,,,,,,0.0740803188,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1442,MISSISSIPPI,ITAWAMBA,,,,,58.419999999999995,,,,,,,,,,14.198727769999998,,24.2258,,,,,68.58,,,,,,,,,14.198727769999998,,27.220000000000002,,,,,59.613699327326465,,,,,,,,,,11677.729555948406,,1428.3099362539508,,,,,3.7871399999999995,,,,,,,,,,0.046423666448,,1.548818,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1449,MISSISSIPPI,LAFAYETTE,,,,,,,,,,,,,,,9.136572652000002,,,,,,,,,,,,,,,,9.630441444,,,,,,,,,,,,,,,,,9271.901013171999,,,,,,,,,,,,,,,,,0.057288779872,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1454,MISSISSIPPI,LEE,,,,,106.67999999999999,,,,,,,,,,,,,,,,,119.38,,,,,,,,,,,,,,,,95.06907735290838,,,,,,,,,,,,,,,,,3.3070799999999996,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1455,MISSISSIPPI,LEFLORE,,,,,1656.08,3744.44,,,,,,,205.92986,,149.765711174,,29.125400000000003,,,,,1722.12,3853.29,,,,,,235.86679999999998,,159.89002141,,35.386,,,,,2199.623844567475,26314.48209324887,,,,,,,16474.79873265094,,189519.819251746,,1690.82539884608,,,,,4.93014,249.0488,,,,,,,362.41841,,0.07136404044400001,,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,1457,MISSISSIPPI,LOWNDES,,,,,314.96,2438.2400000000002,,,,,,,,,13.334457384,,,,,,,320.03999999999996,2438.2400000000002,,,,,,,,13.951793374,,,,,,,360.636810799424,12066.152764709239,,,,,,,,,12975.255062164895,,,,,,,4.24942,175.46620000000001,,,,,,,,,0.054819435912,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
